key,text
card.mi22_1.text,"Crane and I have a bet. A month's wages each. He says the pound will be lower at the solstice than today, rain or no rain. I say water goes up when it rains. You hold the stakes. You're the only one who won't take a cut."
card.mi22_1.left,Hold the stakes
card.mi22_1.left_outcome,Two months' wages in the Keeper's drawer. Crane writes a receipt. Vane writes a rude one.
card.mi22_1.right,Ilse holds them
card.mi22_1.right_outcome,"Ilse holds them and charges both for the privilege. Crane pays. Vane argues, then pays."
card.mi22_2.text,"A wager. I have never taken a wager. The Compact does not forbid it, which I checked twice. I shall win, because I have six years of gauge readings and the Sorrel agent has an opinion. I have never wanted to win anything before."
card.mi22_2.left,Show me the readings
card.mi22_2.left_outcome,"Six years, to the sixteenth of a mark, in a black book. The pound falls a mark a watch, always, whatever the rain."
card.mi22_2.right,Enjoy wanting to win
card.mi22_2.right_outcome,"""Enjoy. Duly. I shall try. I am not built for it."""
card.mi22_3.text,"Crane's wager. He'll win. Sorry, but he will, because the pound doesn't do what rain does. I've a year of readings that say so and he's six, and we've never compared them, because he's Aldmere and I'm Company. Should we?"
card.mi22_3.left,Compare them
card.mi22_3.left_outcome,Four hours at the inn with two black books. They match to the sixteenth. Crane says 'duly'. Quenn says 'sorry'. Both mean 'so it is true'.
card.mi22_3.right,Company and Aldmere keep their own books
card.mi22_3.right_outcome,"""Right. Roughly. Yes."" She keeps hers. He keeps his. They say the same thing to nobody."
card.mi22_4.text,It's rained for a week. The pound's up a finger. A finger. I've watched water my whole life; I move coal on it. A week of rain should be a mark. I'm going to lose this bet and I don't understand why.
card.mi22_4.left,The pound isn't fed by rain
card.mi22_4.left_outcome,"""Then what feeds it?"" You do not say. She writes something down for the first time in your presence."
card.mi22_4.right,Water is strange up here
card.mi22_4.right_outcome,"""Strange. Right. Fine. I'll pay. I'll want to know why, later."""
card.mi22_5.text,Solstice. The pound is a mark and a half lower than the day of the wager. I have won. The Sorrel agent has paid with a bow. I do not want the money. I want to know why I was right. I have wanted that for six years.
card.mi22_5.left,Tell him why
card.mi22_5.left_outcome,"You tell him what you know. He listens without moving. At the end: ""Then the Compact was signed over a lie. Duly. I shall need to think."""
card.mi22_5.right,Give the winnings to the poor box
card.mi22_5.right_outcome,"He gives them. Hale blesses the coin. Vane, hearing, gives the same again out of spite."
card.mi22_6.text,"The wager is settled and two people who have never agreed on anything now agree on one number: a mark a watch, rain or none. In the Ledger you write the number. Beneath it, in Dray's hand, the same number, and a question mark."
card.mi22_6.left,Write the answer under the question mark
card.mi22_6.left_outcome,"'The Cut.' Two words, under a question thirty years old."
card.mi22_6.right,Leave the question mark
card.mi22_6.right_outcome,The question mark stays. Someone else can answer it. You have the number.
card.mi23_1.text,"A windlass is gone from the lock house. The good one, Dray's. The hands say Hullfolk, because the hands always say Hullfolk. And Mirren says if anyone says Hullfolk again she'll put them in the pound, and she means it."
card.mi23_1.left,Search the lock house first
card.mi23_1.left_outcome,You search. Nothing. The hands look at the Reach. Mirren looks at the hands.
card.mi23_1.right,Ask at the Reach
card.mi23_1.right_outcome,You ask. Bram says 'we do not take windlasses'. Forty faces say the same. Mirren does not speak to you for a day.
card.mi23_2.text,"It was his. The windlass. He made the handle himself, from the old gate beam. I've worked every paddle at this lock with it. Whoever took it didn't take a windlass, they took him, again. I'm not asking you to find it. I'm telling you I'm going to."
card.mi23_2.left,Find it together
card.mi23_2.left_outcome,You and Mirren search the summit for a week. You find three other things nobody knew were missing. Not the windlass.
card.mi23_2.right,Let her look; keep the gate
card.mi23_2.right_outcome,She looks. She does not come to the paddles for two days. Dace covers. He does not complain.
card.mi23_3.text,The town says the Reach took the dead Keeper's windlass. We did not. We have never taken iron from the gate; we remember what happened in Year 44 to a boy who took a rope. We ask the gate to say so where the town can hear.
card.mi23_3.left,"Say so, at the inn"
card.mi23_3.left_outcome,"You say at the inn that the Reach did not take it. The town does not believe you. It stops saying so aloud, which is a start."
card.mi23_3.right,I don't know who took it
card.mi23_3.right_outcome,"""No. But you know who did not. We ask you to say that much."" You do not, yet."
card.mi23_4.text,"The windlass. Perrin's boy had it. Took it to sell for his father's rent, lost his nerve at Lock 7, hid it in Tobin's woodpile. Tobin brought it to me, because Tobin's town. It's under my bar. What do I do with a boy?"
card.mi23_4.left,Nothing; give the windlass back
card.mi23_4.left_outcome,The windlass goes back on its hook. Perrin's boy is never named. Mirren knows anyway and says nothing.
card.mi23_4.right,The boy apologizes to Mirren
card.mi23_4.right_outcome,"He does, shaking. Mirren listens. She says 'right' and gives him a windlass of his own to carry. He carries it for years."
card.mi23_5.text,"So it was a town boy. The town said us for a fortnight and now nobody's going to say sorry to the Reach, because nobody ever does. I'm not asking for sorry. Will you say, at the gate, who it wasn't?"
card.mi23_5.left,Say it at the gate
card.mi23_5.left_outcome,"You say it to the queue, the hands, the town. 'It was not the Reach.' Bram, on his bollard, does not look up. He heard."
card.mi23_5.right,It's settled; let it lie
card.mi23_5.right_outcome,"""Settled. Right. It's always settled, for you lot."""
card.mi23_6.text,It's back on the hook. His windlass. I've worked the paddles with it all day and it's the same and it isn't. I've decided something. I'm going to teach Perrin's boy the paddles. With it. Someone should learn them from someone who learned them from him.
card.mi23_6.left,Teach him
card.mi23_6.left_outcome,"She teaches him. He is hopeless, then less so. She uses her father's words without noticing."
card.mi23_6.right,Teach me first
card.mi23_6.right_outcome,"""You? Right."" She teaches you. You are worse than the boy. She almost laughs."
card.mi24_1.text,"A boat at the gate after the last bell with no lamps, no name, and a man at the tiller who says 'the Captain sent us' and nothing else. Solas, you assume. The man does not confirm it. Dace is at the paddles, waiting."
card.mi24_1.left,"Pass it, dark"
card.mi24_1.left_outcome,It goes through in the dark. Something in its hold shifts with a sound like iron.
card.mi24_1.right,"Lamps and a name, or wait for dawn"
card.mi24_1.right_outcome,"It waits for dawn. At dawn it is gone, back down the west flight. Solas, asked, says 'not mine'."
card.mi24_2.text,"A boat came through at night saying I sent it. I didn't. Someone's using my name at your gate. That's a compliment or the start of something I'll be blamed for. Tell me the next time it happens, before you open."
card.mi24_2.left,I'll tell you first
card.mi24_2.left_outcome,"""Good."" He waits at the gate three nights. On the third, a dark boat. He goes aboard alone. It leaves, fast, west."
card.mi24_2.right,I'll stop night boats entirely
card.mi24_2.right_outcome,"""That's cleaner. It won't stop them. It'll move them to the reeds."" It does."
card.mi24_3.text,"Another dark boat. This one has a lamp: one, lit, then covered as it nears the gate. The man at the tiller says nothing at all. In the bow, under a tarpaulin, something long. Solas is not at the gate. Nobody is, but you and Dace."
card.mi24_3.left,Lift the tarpaulin
card.mi24_3.left_outcome,"Rifles, oiled, in fours. The man at the tiller does not move. He is waiting to see what you do."
card.mi24_3.right,Open the gate; ask nothing
card.mi24_3.right_outcome,It passes. The man at the tiller nods once. Dace does not look at you.
card.mi24_4.text,The night watch at my post has recorded four unlit vessels through the summit this month. I was asleep for all four. An inspector who sleeps is one the Compact did not anticipate. I am moving my bed to the post.
card.mi24_4.left,Don't; I'll wake you
card.mi24_4.left_outcome,You wake him for the next dark boat. He arrives in a nightshirt with his statute book. The boat turns back at the sight.
card.mi24_4.right,Move your bed; it's your post
card.mi24_4.right_outcome,He moves it. He sleeps badly and inspects well. The dark boats find the reeds.
card.mi24_5.text,"I've found who's using my name. My own sergeant, paid by men above me to run boats through a gate I'm supposed to be watching. I've put him on a boat west. I've no authority to. I did it anyway. It's said once, to someone."
card.mi24_5.left,It's said
card.mi24_5.left_outcome,"""Good."" He sits on Bram's bollard that night. Bram lets him have it for an hour."
card.mi24_5.right,Report the sergeant to Sorrel yourself
card.mi24_5.right_outcome,"You write to Sorrel. Sorrel does nothing. The sergeant is back in a month, at Lock 4, with a promotion."
card.mi24_6.text,"No dark boats this month. Solas at the gate most nights, unasked, his good arm on the beam. Crane's bed at his post. Dace's lamp on the sill. Whatever came through at night has found another way. You write 'the gate is lit'."
card.mi24_6.left,Keep it lit
card.mi24_6.left_outcome,"A lamp on the sill every night, at the Coffers' cost. It is the cheapest thing you have bought."
card.mi24_6.right,Let the dark come back; watch it
card.mi24_6.right_outcome,You let the lamp go out. The boats come back. This time you know what to look for.
